"id","job_id","project_id","scene_id","provider","status","progress","prompt","fallback_prompt","duration","aspect_ratio","negative_prompt","style","video_url","thumbnail_url","error_message","retry_count","max_retries","started_at","completed_at","triggered_by","created_at","updated_at","source_image_url","i2v_settings","motion_control","scene_type"
"11","vj_uGrc6TTZy4ufcxz6","proj_1767396903205_9jnkxtf5d","scene_001_hook","runway","succeeded","100","Close-up of authentic woman in her 40s with gentle, understanding expression, warm golden lighting, natural home setting with soft textures, earth tones, camera slowly pulling back to reveal cozy living room with plants and natural wood furniture","professional video","9","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/8e9cca36-45b6-4ca1-9fad-848ad1628833.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiODRlNGVlZWNhMTU2NTVkNCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.xpW9EneezFvVrIjpgjShWEMdzTL61SZnfnPl8j_SJTE",,,"0","3","""2026-01-06T15:30:21.142Z""","""2026-01-06T15:30:59.586Z""","40154188","""2026-01-06T15:30:19.943Z""","""2026-01-06T15:30:59.586Z""",,,,
"12","vj_mUTjMX-DD3W7Mbdw","proj_1767396903205_9jnkxtf5d","scene_001_hook","runway","succeeded","100","Close-up of authentic woman in her 40s with gentle, understanding expression, warm golden lighting, natural home setting with soft textures, earth tones, camera slowly pulling back to reveal cozy living room with plants and natural wood furniture","professional video","9","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/92129518-a4a5-4c68-9978-006ad491e3b9.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiNzc2NWQwY2RiNTQ1YjE0NyIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.vGYuunbV_kAEvwIWXmC2mfmGv7uXpUUoR9o66PzSsNA",,,"0","3","""2026-01-06T15:51:47.755Z""","""2026-01-06T15:52:23.865Z""","40154188","""2026-01-06T15:51:46.393Z""","""2026-01-06T15:52:23.865Z""",,,,
"13","vj_stiCvLYF54MnGDxj","proj_1767396903205_9jnkxtf5d","scene_001_hook","runway","succeeded","100","Professional lifestyle photo of an authentic woman in her 40s with gentle, understanding facial expression, seated in a warm, cozy living room with natural wood furniture and green plants visible in background, soft golden hour lighting streaming through windows, earth tone color palette with warm browns and greens, shot starts as close-up on her face showing genuine warmth and empathy, then slowly pulls back to reveal the inviting home environment around her","professional video","9","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/ffcb6a59-52de-4f2a-a84c-ceb7656106d6.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiY2Y3OGU2OWNiNDY2NDgyNCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.u_ET2AOwtJ-aFxPOHuxyOj4pgPAtNVTUXCmEBZZqJjQ",,,"0","3","""2026-01-06T16:25:54.811Z""","""2026-01-06T16:28:04.912Z""","40154188","""2026-01-06T16:25:53.970Z""","""2026-01-06T16:28:04.912Z""",,,,
"14","vj_mbsh_B0s9fxk2lrI","proj_1767396903205_9jnkxtf5d","scene_001_hook","kling","succeeded","100","Professional lifestyle photo of an authentic woman in her 40s with gentle, understanding facial expression, seated in a warm, cozy living room with natural wood furniture and green plants visible in background, soft golden hour lighting streaming through windows, earth tone color palette with warm browns and greens, shot starts as close-up on her face showing genuine warmth and empathy, then slowly pulls back to reveal the inviting home environment around her","professional video","9","16:9",,"professional","https://storage.theapi.app/videos/299689469300972.mp4",,,"0","3","""2026-01-06T16:46:22.247Z""","""2026-01-06T16:50:15.579Z""","40154188","""2026-01-06T16:46:21.284Z""","""2026-01-06T16:50:15.579Z""",,,,
"15","vj_iEFnkLvCNoZ32_6g","proj_1767721195333_56c34l48k","scene_007_cta","kling","succeeded","100","Clean, professional payment interface on tablet in warm home setting, HSA and FSA logos visible, natural lighting, wooden surface, plants in background, Pine Hill Farm branding subtly integrated","professional video","10","16:9",,"professional","https://storage.theapi.app/videos/299698993316917.mp4",,,"0","3","""2026-01-06T19:24:45.212Z""","""2026-01-06T19:31:06.773Z""","40154188","""2026-01-06T19:24:44.816Z""","""2026-01-06T19:31:06.773Z""",,,,
"16","vj_Cr9U2cpz2x-ExPAQ","proj_1767721195333_56c34l48k","scene_007_cta","runway","succeeded","100","Professional tablet displaying clean payment interface with HSA and FSA logos prominently visible, placed on warm wooden table in cozy home setting, soft natural lighting from window, green plants in soft focus background, Pine Hill Farm logo subtly integrated on screen or nearby, warm earth tones throughout","professional video","10","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/3bc80ece-ee23-4150-9667-22fd861b1955.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiZTAxZGIyZTI2OWQwYTEyMyIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.375lg4n4SZDvj0ZZ4JoqmHRo3fb_vnrntwdANqJuUeI",,,"0","3","""2026-01-06T19:45:39.827Z""","""2026-01-06T19:46:12.100Z""","40154188","""2026-01-06T19:45:38.222Z""","""2026-01-06T19:46:12.100Z""",,,,
"17","vj_hEAq_GsL0LnXnCEp","proj_1767721195333_56c34l48k","scene_007_cta","runway","succeeded","100","Professional tablet displaying clean payment interface with HSA and FSA logos prominently visible, placed on warm wooden table in cozy home setting, soft natural lighting from window, green plants in soft focus background, Pine Hill Farm logo subtly integrated on screen or nearby, warm earth tones throughout","professional video","10","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/dc94c648-c245-41b7-bdc9-bc340d29fe16.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMDg1MmE4NTBiMjRkMTVmNyIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.ws3bZTC_gNZ3C8rZTSUNChF1VOKN2phceH3NrMq-Aks",,,"0","3","""2026-01-06T19:46:24.828Z""","""2026-01-06T19:46:57.512Z""","40154188","""2026-01-06T19:46:23.222Z""","""2026-01-06T19:46:57.512Z""",,,,
"18","vj_JvWp-fLdLWPnk_xe","proj_1767721195333_56c34l48k","scene_007_cta","runway","succeeded","100","Professional tablet displaying clean payment interface with HSA and FSA logos prominently visible, placed on warm wooden table in cozy home setting, soft natural lighting from window, green plants in soft focus background, Pine Hill Farm logo subtly integrated on screen or nearby, warm earth tones throughout","professional video","10","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/c779c44e-ee13-4d50-a77c-f3c6fff3dcd4.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiNjM5MjQ2NjgwYzMzMDljMyIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.aGOz9MeUtLlHB8X6e2GVnns-7wFQ22DcPwXrSSEgJ0U",,,"0","3","""2026-01-06T19:48:24.840Z""","""2026-01-06T19:48:58.767Z""","40154188","""2026-01-06T19:48:24.740Z""","""2026-01-06T19:48:58.767Z""",,,,
"19","vj_2qrSw7szv-1_b3bp","proj_1767736047795_xfccw3mw4","scene_002_process","kling","succeeded","100","Hands gently stretching pizza dough very thin on natural wood surface, showing the stretching technique with dough being pulled outward to create a thin pizza base, warm golden light streaming through window, authentic woman in comfortable casual clothing, focus on the stretching motion","professional video","7","16:9",,"professional","https://storage.theapi.app/videos/299708241528113.mp4",,,"0","3","""2026-01-06T21:59:13.623Z""","""2026-01-06T22:03:31.387Z""","40154188","""2026-01-06T21:59:13.046Z""","""2026-01-06T22:03:31.387Z""",,,,
"20","vj_-32SXfEE4FZKqBjG","proj_1767736047795_xfccw3mw4","scene_002_process","runway","succeeded","100","Hands gently stretching pizza dough very thin on natural wood surface, showing the stretching technique with dough being pulled outward to create a thin pizza base, warm golden light streaming through window, authentic woman in comfortable casual clothing, focus on the stretching motion","professional video","7","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/afd3a649-cd2c-47ef-9089-39715aeaacce.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiZmU2NTM5NWFhZWE3YWVjNCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzgzMDQwMH0.Rlz--ejXouBPz87EMzbMgZD-47WTbY0begsb51S1bZY",,,"0","3","""2026-01-06T22:08:43.658Z""","""2026-01-06T22:10:07.860Z""","40154188","""2026-01-06T22:08:39.845Z""","""2026-01-06T22:10:07.860Z""",,,,
"21","vj_G1v6iWcjbnUbNLz6","proj_1767736047795_xfccw3mw4","scene_002_process","kling","succeeded","100","Hands gently stretching pizza dough very thin on natural wood surface, showing the specific pizza stretching technique with dough being pulled outward from center to create a large, thin, flat pizza base, dough should be translucent thin and circular/oval shaped, warm golden light streaming through window, authentic woman in comfortable casual clothing, focus on the outward stretching motion with dough visibly getting thinner","professional video","7","16:9",,"professional","https://storage.theapi.app/videos/299709199305339.mp4",,,"0","3","""2026-01-06T22:15:12.869Z""","""2026-01-06T22:19:08.445Z""","40154188","""2026-01-06T22:15:12.809Z""","""2026-01-06T22:19:08.445Z""",,,,
"22","vj_A1cujBjQD3MdytUD","proj_1767736047795_xfccw3mw4","scene_002_process","kling","succeeded","100","Hands gently stretching pizza dough  on natural wood surface,","professional video","7","16:9",,"professional","https://storage.theapi.app/videos/299710535303746.mp4",,,"0","3","""2026-01-06T22:37:28.707Z""","""2026-01-06T22:41:22.831Z""","40154188","""2026-01-06T22:37:28.369Z""","""2026-01-06T22:41:22.831Z""",,,,
"23","vj_hA6FQv20Z6p5j1ej","proj_1767736047795_xfccw3mw4","scene_002_process","runway","succeeded","100","Hands gently stretching pizza dough  on natural wood surface,","professional video","7","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/52926ed0-372f-433f-966d-23fe5829c0c8.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiZmM5MzZjZWNmZTJhY2ViMyIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzkxNjgwMH0.CUFxqHcSvOsZch230b_Tmw6agD3aSe_WIVm5fNv3QBc",,,"0","3","""2026-01-07T22:26:32.602Z""","""2026-01-07T22:26:59.237Z""","40154188","""2026-01-07T22:26:31.334Z""","""2026-01-07T22:26:59.237Z""",,,,
"24","vj_y6VN2Zaq-nvAhVxF","proj_1767736047795_xfccw3mw4","scene_002_process","runway","succeeded","100","Hands gently stretching pizza dough  on natural wood surface,","professional video","7","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/9c25141a-d6da-4536-a887-5f47d566d372.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMGU4M2JiNzM0NGVlZjg4YSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2NzkxNjgwMH0.b5ZLTiEc0P9QlpFW65SrER-BQCvLTYBvy4bd-bVnUPI",,,"0","3","""2026-01-07T22:34:31.937Z""","""2026-01-07T22:35:49.537Z""","40154188","""2026-01-07T22:34:29.668Z""","""2026-01-07T22:35:49.537Z""",,,,
"25","vj_6bv-UTqLbQmlQkPs","proj_1768168253835_g8b1v8aii","scene_002_explanation","runway","succeeded","100","Warm, inviting home office interior with natural sunlight streaming through window, wooden desk surface with open research books and scientific papers spread out, small natural supplement bottles in background, soft golden lighting, cozy educational atmosphere, focus on papers and books rather than products","professional video","15","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/68a832a1-4cb8-41c5-9d0a-63978815d5f3.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMGZiNjIyZmU0MzdjODdmNSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2ODM0ODgwMH0.NJX9JrqyR_UvMtU0BIFk6y7z7S_VNbJV6IQ6-uQHX-c",,,"0","3","""2026-01-12T19:01:43.823Z""","""2026-01-12T19:03:23.098Z""","40154188","""2026-01-12T19:01:43.230Z""","""2026-01-12T19:03:23.098Z""",,,,
"26","vj_8dgvlbxTOIpAI38q","proj_1768168253835_g8b1v8aii","scene_002_explanation","runway","succeeded","100","Warm, inviting home office interior with natural sunlight streaming through window, wooden desk surface with open research books and scientific papers spread out, small natural supplement bottles in background, soft golden lighting, cozy educational atmosphere, focus on papers and books rather than products","professional video","15","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/8e4ad201-118f-456e-b7d1-be760876378d.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMGM0ZmNmNGI0MWExMGM4NiIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2ODM0ODgwMH0.0wBSoP0QzBbmqStJvZxfcbIpxenhSZu1ybBEptCx_Wk",,,"0","3","""2026-01-12T19:09:57.789Z""","""2026-01-12T19:10:48.919Z""","40154188","""2026-01-12T19:09:57.628Z""","""2026-01-12T19:10:48.919Z""",,,,
"27","vj_MiI0sK8jNb-vaFSp","proj_1768168253835_g8b1v8aii","scene_001_hook","runway","succeeded","100","Warm, sunlit home kitchen with natural wood counters, mature woman in her 40s holding fresh black cohosh herb with distinctive dark stems and white clustered flowers (not generic green herbs), golden morning light streaming through window, earth tones and organic textures, peaceful expression","professional video","11","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/8bedae59-3871-4d63-a718-5eda92611b48.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMDI3MWIwMzc1ZDkyMzlmMCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2ODM0ODgwMH0.niIHwDBrG40OdQ_kMZSfp5uL2cwdLl_nN-yY_WZFxuA",,,"1","3","""2026-01-12T20:07:10.032Z""","""2026-01-12T20:07:42.650Z""","40154188","""2026-01-12T19:54:44.870Z""","""2026-01-12T20:07:42.650Z""","/api/brand-assets/file/30",,,
"28","vj_LXDmUtW0ZbLCthLD","proj_1768168253835_g8b1v8aii","scene_002_explanation","runway","succeeded","100","Warm, inviting home office interior with natural sunlight streaming through the window, wooden desk surface with open research books and scientific papers spread out, Pine Hill Farm Black Cohosh bottle in the background, soft golden lighting, cozy educational atmosphere, focus on papers and books rather than products","professional video","15","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/ddeb0b8d-283b-41f5-8947-0aec759a87a0.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiNzQxZGY5NmQ4OTY5OWRhYSIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2ODM0ODgwMH0.FPT6xFAeyy8Y8sasfce0W6trTsbLrmMDRmcbfW9Z9GA",,,"0","3","""2026-01-12T20:15:31.173Z""","""2026-01-12T20:16:08.998Z""","40154188","""2026-01-12T20:15:29.768Z""","""2026-01-12T20:16:08.998Z""","/api/brand-assets/file/30",,,
"29","vj_lkW2ZghH3V-OE6uX","proj_1768168253835_g8b1v8aii","scene_002_explanation","runway","succeeded","100","Warm, inviting home office interior with natural sunlight streaming through the window, wooden desk surface with open research books and scientific papers spread out, Pine Hill Farm Black Cohosh bottle in the background, soft golden lighting, cozy educational atmosphere, focus on papers and books rather than products","professional video","15","16:9",,"professional","https://dnznrvs05pmza.cloudfront.net/eb2654be-fcc6-4c3f-934c-15c2b2ba0989.mp4?_jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXlIYXNoIjoiMTMyZTdlM2M4NjJmODQyNCIsImJ1Y2tldCI6InJ1bndheS10YXNrLWFydGlmYWN0cyIsInN0YWdlIjoicHJvZCIsImV4cCI6MTc2ODM0ODgwMH0.P0p2IPUHUD4X-igiFJ2TTDvmb3OpIPx77_Z8WmMk16g",,,"0","3","""2026-01-12T20:26:24.436Z""","""2026-01-12T20:27:01.504Z""","40154188","""2026-01-12T20:26:23.036Z""","""2026-01-12T20:27:01.504Z""","/api/brand-assets/file/30",,,
